season,week,seasonType,poll,team,rank,poll_priority
2018,2,regular,AP Top 25,USC,17,2.0
2018,2,regular,AP Top 25,Virginia Tech,12,2.0
2018,2,regular,AP Top 25,Washington,9,2.0
2018,2,regular,AP Top 25,West Virginia,14,2.0
2018,2,regular,AP Top 25,Wisconsin,5,2.0
2018,3,regular,AP Top 25,Alabama,1,2.0
2018,3,regular,AP Top 25,Arizona State,23,2.0
2018,3,regular,AP Top 25,Auburn,7,2.0
2018,3,regular,AP Top 25,Boise State,17,2.0
2018,3,regular,AP Top 25,Clemson,2,2.0
2018,3,regular,AP Top 25,Georgia,3,2.0
2018,3,regular,AP Top 25,LSU,12,2.0
2018,3,regular,AP Top 25,Miami,21,2.0
2018,3,regular,AP Top 25,Michigan,19,2.0
2018,3,regular,AP Top 25,Michigan State,25,2.0
2018,3,regular,AP Top 25,Mississippi State,16,2.0
2018,3,regular,AP Top 25,Notre Dame,8,2.0
2018,3,regular,AP Top 25,Ohio State,4,2.0
2018,3,regular,AP Top 25,Oklahoma,5,2.0
2018,3,regular,AP Top 25,Oklahoma State,24,2.0
2018,3,regular,AP Top 25,Oregon,20,2.0
2018,3,regular,AP Top 25,Penn State,11,2.0
2018,3,regular,AP Top 25,Stanford,9,2.0
2018,3,regular,AP Top 25,TCU,15,2.0
2018,3,regular,AP Top 25,UCF,18,2.0
2018,3,regular,AP Top 25,USC,22,2.0
2018,3,regular,AP Top 25,Virginia Tech,13,2.0
2018,3,regular,AP Top 25,Washington,10,2.0
2018,3,regular,AP Top 25,West Virginia,14,2.0
2018,3,regular,AP Top 25,Wisconsin,6,2.0
2018,4,regular,AP Top 25,Alabama,1,2.0
2018,4,regular,AP Top 25,Auburn,9,2.0
2018,4,regular,AP Top 25,BYU,25,2.0
2018,4,regular,AP Top 25,Boston College,23,2.0
2018,4,regular,AP Top 25,Clemson,3,2.0
2018,4,regular,AP Top 25,Georgia,2,2.0
2018,4,regular,AP Top 25,LSU,6,2.0
2018,4,regular,AP Top 25,Miami,21,2.0
2018,4,regular,AP Top 25,Michigan,19,2.0
2018,4,regular,AP Top 25,Michigan State,24,2.0
2018,4,regular,AP Top 25,Mississippi State,14,2.0
2018,4,regular,AP Top 25,Notre Dame,8,2.0
2018,4,regular,AP Top 25,Ohio State,4,2.0
2018,4,regular,AP Top 25,Oklahoma,5,2.0
2018,4,regular,AP Top 25,Oklahoma State,15,2.0
2018,4,regular,AP Top 25,Oregon,20,2.0
2018,4,regular,AP Top 25,Penn State,10,2.0
2018,4,regular,AP Top 25,Stanford,7,2.0
2018,4,regular,AP Top 25,TCU,17,2.0
2018,4,regular,AP Top 25,Texas A&M,22,2.0
2018,4,regular,AP Top 25,UCF,16,2.0
2018,4,regular,AP Top 25,Virginia Tech,13,2.0
2018,4,regular,AP Top 25,Washington,10,2.0
2018,4,regular,AP Top 25,West Virginia,12,2.0
2018,4,regular,AP Top 25,Wisconsin,18,2.0
2018,5,regular,AP Top 25,Alabama,1,2.0
2018,5,regular,AP Top 25,Auburn,10,2.0
2018,5,regular,AP Top 25,BYU,20,2.0
2018,5,regular,AP Top 25,California,24,2.0
2018,5,regular,AP Top 25,Clemson,3,2.0
2018,5,regular,AP Top 25,Duke,22,2.0
2018,5,regular,AP Top 25,Georgia,2,2.0
2018,5,regular,AP Top 25,Kentucky,17,2.0
2018,5,regular,AP Top 25,LSU,5,2.0
2018,5,regular,AP Top 25,Miami,16,2.0
2018,5,regular,AP Top 25,Michigan,14,2.0
2018,5,regular,AP Top 25,Michigan State,21,2.0
2018,5,regular,AP Top 25,Mississippi State,23,2.0
2018,5,regular,AP Top 25,Notre Dame,8,2.0
2018,5,regular,AP Top 25,Ohio State,4,2.0
2018,5,regular,AP Top 25,Oklahoma,6,2.0
2018,5,regular,AP Top 25,Oregon,19,2.0
2018,5,regular,AP Top 25,Penn State,9,2.0
2018,5,regular,AP Top 25,Stanford,7,2.0
2018,5,regular,AP Top 25,Texas,18,2.0
2018,5,regular,AP Top 25,Texas Tech,25,2.0
2018,5,regular,AP Top 25,UCF,13,2.0
2018,5,regular,AP Top 25,Washington,11,2.0
2018,5,regular,AP Top 25,West Virginia,12,2.0
2018,5,regular,AP Top 25,Wisconsin,15,2.0
2018,6,regular,AP Top 25,Alabama,1,2.0
2018,6,regular,AP Top 25,Auburn,8,2.0
2018,6,regular,AP Top 25,Clemson,4,2.0
2018,6,regular,AP Top 25,Colorado,21,2.0
2018,6,regular,AP Top 25,Florida,22,2.0
2018,6,regular,AP Top 25,Georgia,2,2.0
2018,6,regular,AP Top 25,Kentucky,13,2.0
2018,6,regular,AP Top 25,LSU,5,2.0
2018,6,regular,AP Top 25,Miami,17,2.0
2018,6,regular,AP Top 25,Michigan,15,2.0
2018,6,regular,AP Top 25,Michigan State,20,2.0
2018,6,regular,AP Top 25,NC State,23,2.0
2018,6,regular,AP Top 25,Notre Dame,6,2.0
2018,6,regular,AP Top 25,Ohio State,3,2.0
2018,6,regular,AP Top 25,Oklahoma,7,2.0
2018,6,regular,AP Top 25,Oklahoma State,25,2.0
2018,6,regular,AP Top 25,Oregon,18,2.0
2018,6,regular,AP Top 25,Penn State,11,2.0
2018,6,regular,AP Top 25,Stanford,14,2.0
2018,6,regular,AP Top 25,Texas,19,2.0
2018,6,regular,AP Top 25,UCF,12,2.0
2018,6,regular,AP Top 25,Virginia Tech,24,2.0
2018,6,regular,AP Top 25,Washington,10,2.0
2018,6,regular,AP Top 25,West Virginia,9,2.0
2018,6,regular,AP Top 25,Wisconsin,16,2.0
2018,7,regular,AP Top 25,Alabama,1,2.0
2018,7,regular,AP Top 25,Auburn,21,2.0
2018,7,regular,AP Top 25,Cincinnati,25,2.0
2018,7,regular,AP Top 25,Clemson,4,2.0
2018,7,regular,AP Top 25,Colorado,19,2.0
2018,7,regular,AP Top 25,Florida,14,2.0
2018,7,regular,AP Top 25,Georgia,2,2.0
2018,7,regular,AP Top 25,Kentucky,18,2.0
2018,7,regular,AP Top 25,LSU,13,2.0
2018,7,regular,AP Top 25,Miami,16,2.0
2018,7,regular,AP Top 25,Michigan,12,2.0
2018,7,regular,AP Top 25,Mississippi State,24,2.0
2018,7,regular,AP Top 25,NC State,20,2.0
2018,7,regular,AP Top 25,Notre Dame,5,2.0
2018,7,regular,AP Top 25,Ohio State,3,2.0
2018,7,regular,AP Top 25,Oklahoma,11,2.0
2018,7,regular,AP Top 25,Oregon,17,2.0
2018,7,regular,AP Top 25,Penn State,8,2.0
2018,7,regular,AP Top 25,South Florida,23,2.0
2018,7,regular,AP Top 25,Texas,9,2.0
2018,7,regular,AP Top 25,Texas A&M,22,2.0
2018,7,regular,AP Top 25,UCF,10,2.0
2018,7,regular,AP Top 25,Washington,7,2.0
2018,7,regular,AP Top 25,West Virginia,6,2.0
2018,7,regular,AP Top 25,Wisconsin,15,2.0
2018,8,regular,AP Top 25,Alabama,1,2.0
2018,8,regular,AP Top 25,Cincinnati,20,2.0
2018,8,regular,AP Top 25,Clemson,3,2.0
2018,8,regular,AP Top 25,Florida,11,2.0
2018,8,regular,AP Top 25,Georgia,8,2.0
2018,8,regular,AP Top 25,Iowa,19,2.0
2018,8,regular,AP Top 25,Kentucky,14,2.0
2018,8,regular,AP Top 25,LSU,5,2.0
2018,8,regular,AP Top 25,Michigan,6,2.0
2018,8,regular,AP Top 25,Michigan State,24,2.0
2018,8,regular,AP Top 25,Mississippi State,22,2.0
2018,8,regular,AP Top 25,NC State,16,2.0
2018,8,regular,AP Top 25,Notre Dame,4,2.0
2018,8,regular,AP Top 25,Ohio State,2,2.0
2018,8,regular,AP Top 25,Oklahoma,9,2.0
2018,8,regular,AP Top 25,Oregon,12,2.0
2018,8,regular,AP Top 25,Penn State,18,2.0
2018,8,regular,AP Top 25,South Florida,21,2.0
2018,8,regular,AP Top 25,Texas,7,2.0
2018,8,regular,AP Top 25,Texas A&M,17,2.0
2018,8,regular,AP Top 25,UCF,10,2.0
2018,8,regular,AP Top 25,Washington,15,2.0
2018,8,regular,AP Top 25,Washington State,25,2.0
2018,8,regular,AP Top 25,West Virginia,13,2.0
2018,8,regular,AP Top 25,Wisconsin,23,2.0
2018,9,regular,AP Top 25,Alabama,1,2.0
2018,9,regular,AP Top 25,App State,25,2.0
2018,9,regular,AP Top 25,Clemson,2,2.0
2018,9,regular,AP Top 25,Florida,9,2.0
2018,9,regular,AP Top 25,Georgia,7,2.0
2018,9,regular,AP Top 25,Iowa,18,2.0
2018,9,regular,AP Top 25,Kentucky,12,2.0
2018,9,regular,AP Top 25,LSU,4,2.0
2018,9,regular,AP Top 25,Michigan,5,2.0
2018,9,regular,AP Top 25,NC State,22,2.0
2018,9,regular,AP Top 25,Notre Dame,3,2.0
2018,9,regular,AP Top 25,Ohio State,11,2.0
2018,9,regular,AP Top 25,Oklahoma,8,2.0
2018,9,regular,AP Top 25,Oregon,19,2.0
2018,9,regular,AP Top 25,Penn State,17,2.0
2018,9,regular,AP Top 25,South Florida,21,2.0
2018,9,regular,AP Top 25,Stanford,24,2.0
2018,9,regular,AP Top 25,Texas,6,2.0
2018,9,regular,AP Top 25,Texas A&M,16,2.0
2018,9,regular,AP Top 25,UCF,10,2.0
2018,9,regular,AP Top 25,Utah,23,2.0
2018,9,regular,AP Top 25,Washington,15,2.0
2018,9,regular,AP Top 25,Washington State,14,2.0
2018,9,regular,AP Top 25,West Virginia,13,2.0
2018,9,regular,AP Top 25,Wisconsin,20,2.0
2018,10,regular,Playoff Committee Rankings,Alabama,1,1.0
2018,10,regular,Playoff Committee Rankings,Boston College,22,1.0
2018,10,regular,Playoff Committee Rankings,Clemson,2,1.0
2018,10,regular,Playoff Committee Rankings,Florida,11,1.0
2018,10,regular,Playoff Committee Rankings,Fresno State,23,1.0
2018,10,regular,Playoff Committee Rankings,Georgia,6,1.0
2018,10,regular,AP Top 25,Houston,17,2.0
2018,10,regular,Playoff Committee Rankings,Iowa,16,1.0
2018,10,regular,Playoff Committee Rankings,Iowa State,24,1.0
2018,10,regular,Playoff Committee Rankings,Kentucky,9,1.0
2018,10,regular,Playoff Committee Rankings,LSU,3,1.0
2018,10,regular,Playoff Committee Rankings,Michigan,5,1.0
2018,10,regular,Playoff Committee Rankings,Mississippi State,18,1.0
2018,10,regular,Playoff Committee Rankings,NC State,21,1.0
2018,10,regular,Playoff Committee Rankings,Notre Dame,4,1.0
2018,10,regular,Playoff Committee Rankings,Ohio State,10,1.0
2018,10,regular,Playoff Committee Rankings,Oklahoma,7,1.0
2018,10,regular,Playoff Committee Rankings,Penn State,14,1.0
2018,10,regular,Playoff Committee Rankings,Syracuse,19,1.0
2018,10,regular,Playoff Committee Rankings,Texas,17,1.0
2018,10,regular,Playoff Committee Rankings,Texas A&M,20,1.0
2018,10,regular,Playoff Committee Rankings,UCF,12,1.0
2018,10,regular,Playoff Committee Rankings,Utah,15,1.0
2018,10,regular,AP Top 25,Utah State,18,2.0
2018,10,regular,Playoff Committee Rankings,Virginia,25,1.0
2018,10,regular,Playoff Committee Rankings,Washington State,8,1.0
2018,10,regular,Playoff Committee Rankings,West Virginia,13,1.0
2018,11,regular,Playoff Committee Rankings,Alabama,1,1.0
2018,11,regular,Playoff Committee Rankings,Auburn,24,1.0
2018,11,regular,Playoff Committee Rankings,Boston College,17,1.0
2018,11,regular,AP Top 25,Cincinnati,25,2.0
2018,11,regular,Playoff Committee Rankings,Clemson,2,1.0
2018,11,regular,Playoff Committee Rankings,Florida,15,1.0
2018,11,regular,Playoff Committee Rankings,Fresno State,23,1.0
2018,11,regular,Playoff Committee Rankings,Georgia,5,1.0
2018,11,regular,Playoff Committee Rankings,Iowa,21,1.0
2018,11,regular,Playoff Committee Rankings,Iowa State,22,1.0
2018,11,regular,Playoff Committee Rankings,Kentucky,11,1.0
2018,11,regular,Playoff Committee Rankings,LSU,7,1.0
2018,11,regular,Playoff Committee Rankings,Michigan,4,1.0
2018,11,regular,Playoff Committee Rankings,Michigan State,18,1.0
2018,11,regular,Playoff Committee Rankings,Mississippi State,16,1.0
2018,11,regular,Playoff Committee Rankings,NC State,14,1.0
2018,11,regular,Playoff Committee Rankings,Notre Dame,3,1.0
2018,11,regular,Playoff Committee Rankings,Ohio State,10,1.0
2018,11,regular,Playoff Committee Rankings,Oklahoma,6,1.0
2018,11,regular,Playoff Committee Rankings,Penn State,20,1.0
2018,11,regular,Playoff Committee Rankings,Syracuse,13,1.0
2018,11,regular,Playoff Committee Rankings,Texas,19,1.0
2018,11,regular,Playoff Committee Rankings,UCF,12,1.0
2018,11,regular,AP Top 25,Utah State,14,2.0
2018,11,regular,Playoff Committee Rankings,Washington,25,1.0
2018,11,regular,Playoff Committee Rankings,Washington State,8,1.0
2018,11,regular,Playoff Committee Rankings,West Virginia,9,1.0
2018,12,regular,Playoff Committee Rankings,Alabama,1,1.0
2018,12,regular,Playoff Committee Rankings,Boise State,25,1.0
2018,12,regular,Playoff Committee Rankings,Boston College,20,1.0
2018,12,regular,Playoff Committee Rankings,Cincinnati,24,1.0
2018,12,regular,Playoff Committee Rankings,Clemson,2,1.0
2018,12,regular,Playoff Committee Rankings,Florida,13,1.0
2018,12,regular,Playoff Committee Rankings,Georgia,5,1.0
2018,12,regular,Playoff Committee Rankings,Iowa State,16,1.0
2018,12,regular,Playoff Committee Rankings,Kentucky,17,1.0
2018,12,regular,Playoff Committee Rankings,LSU,7,1.0
2018,12,regular,Playoff Committee Rankings,Michigan,4,1.0
2018,12,regular,Playoff Committee Rankings,Mississippi State,21,1.0
2018,12,regular,Playoff Committee Rankings,Northwestern,22,1.0
2018,12,regular,Playoff Committee Rankings,Notre Dame,3,1.0
2018,12,regular,Playoff Committee Rankings,Ohio State,10,1.0
2018,12,regular,Playoff Committee Rankings,Oklahoma,6,1.0
2018,12,regular,Playoff Committee Rankings,Penn State,14,1.0
2018,12,regular,Playoff Committee Rankings,Syracuse,12,1.0
2018,12,regular,Playoff Committee Rankings,Texas,15,1.0
2018,12,regular,Playoff Committee Rankings,UCF,11,1.0
2018,12,regular,Playoff Committee Rankings,Utah,19,1.0
2018,12,regular,Playoff Committee Rankings,Utah State,23,1.0
2018,12,regular,Playoff Committee Rankings,Washington,18,1.0
2018,12,regular,Playoff Committee Rankings,Washington State,8,1.0
2018,12,regular,Playoff Committee Rankings,West Virginia,9,1.0
2018,13,regular,Playoff Committee Rankings,Alabama,1,1.0
2018,13,regular,AP Top 25,Army,23,2.0
2018,13,regular,Playoff Committee Rankings,Boise State,23,1.0
2018,13,regular,Playoff Committee Rankings,Clemson,2,1.0
2018,13,regular,Playoff Committee Rankings,Florida,11,1.0
2018,13,regular,Playoff Committee Rankings,Georgia,5,1.0
2018,13,regular,Playoff Committee Rankings,Iowa State,25,1.0
2018,13,regular,Playoff Committee Rankings,Kentucky,15,1.0
2018,13,regular,Playoff Committee Rankings,LSU,7,1.0
2018,13,regular,Playoff Committee Rankings,Michigan,4,1.0
2018,13,regular,Playoff Committee Rankings,Mississippi State,18,1.0
2018,13,regular,Playoff Committee Rankings,Northwestern,19,1.0
2018,13,regular,Playoff Committee Rankings,Notre Dame,3,1.0
2018,13,regular,Playoff Committee Rankings,Ohio State,10,1.0
2018,13,regular,Playoff Committee Rankings,Oklahoma,6,1.0
2018,13,regular,Playoff Committee Rankings,Penn State,12,1.0
2018,13,regular,Playoff Committee Rankings,Pittsburgh,24,1.0
2018,13,regular,Playoff Committee Rankings,Syracuse,20,1.0
2018,13,regular,Playoff Committee Rankings,Texas,14,1.0
2018,13,regular,Playoff Committee Rankings,Texas A&M,22,1.0
2018,13,regular,Playoff Committee Rankings,UCF,9,1.0
2018,13,regular,Playoff Committee Rankings,Utah,17,1.0
2018,13,regular,Playoff Committee Rankings,Utah State,21,1.0
2018,13,regular,Playoff Committee Rankings,Washington,16,1.0
2018,13,regular,Playoff Committee Rankings,Washington State,8,1.0
2018,13,regular,Playoff Committee Rankings,West Virginia,13,1.0
2018,14,regular,Playoff Committee Rankings,Alabama,1,1.0
2018,14,regular,AP Top 25,Army,23,2.0
2018,14,regular,Playoff Committee Rankings,Boise State,22,1.0
2018,14,regular,Playoff Committee Rankings,Clemson,2,1.0
2018,14,regular,Playoff Committee Rankings,Florida,9,1.0
2018,14,regular,Playoff Committee Rankings,Fresno State,25,1.0
2018,14,regular,Playoff Committee Rankings,Georgia,4,1.0
2018,14,regular,Playoff Committee Rankings,Iowa State,23,1.0
2018,14,regular,Playoff Committee Rankings,Kentucky,15,1.0
2018,14,regular,Playoff Committee Rankings,LSU,10,1.0
2018,14,regular,Playoff Committee Rankings,Michigan,7,1.0
2018,14,regular,Playoff Committee Rankings,Mississippi State,18,1.0
2018,14,regular,Playoff Committee Rankings,Missouri,24,1.0
2018,14,regular,Playoff Committee Rankings,Northwestern,21,1.0
2018,14,regular,Playoff Committee Rankings,Notre Dame,3,1.0
2018,14,regular,Playoff Committee Rankings,Ohio State,6,1.0
2018,14,regular,Playoff Committee Rankings,Oklahoma,5,1.0
2018,14,regular,Playoff Committee Rankings,Penn State,12,1.0
2018,14,regular,Playoff Committee Rankings,Syracuse,20,1.0
2018,14,regular,Playoff Committee Rankings,Texas,14,1.0
2018,14,regular,Playoff Committee Rankings,Texas A&M,19,1.0
2018,14,regular,Playoff Committee Rankings,UCF,8,1.0
2018,14,regular,Playoff Committee Rankings,Utah,17,1.0
2018,14,regular,Playoff Committee Rankings,Washington,11,1.0
2018,14,regular,Playoff Committee Rankings,Washington State,13,1.0
2018,14,regular,Playoff Committee Rankings,West Virginia,16,1.0
2018,15,regular,Playoff Committee Rankings,Alabama,1,1.0
2018,15,regular,AP Top 25,Army,22,2.0
2018,15,regular,Playoff Committee Rankings,Boise State,25,1.0
2018,15,regular,Playoff Committee Rankings,Clemson,2,1.0
2018,15,regular,Playoff Committee Rankings,Florida,10,1.0
2018,15,regular,Playoff Committee Rankings,Fresno State,21,1.0
2018,15,regular,Playoff Committee Rankings,Georgia,5,1.0
2018,15,regular,Playoff Committee Rankings,Iowa State,24,1.0
2018,15,regular,Playoff Committee Rankings,Kentucky,14,1.0
2018,15,regular,Playoff Committee Rankings,LSU,11,1.0
2018,15,regular,Playoff Committee Rankings,Michigan,7,1.0
2018,15,regular,Playoff Committee Rankings,Mississippi State,18,1.0
2018,15,regular,Playoff Committee Rankings,Missouri,23,1.0
2018,15,regular,Playoff Committee Rankings,Northwestern,22,1.0
2018,15,regular,Playoff Committee Rankings,Notre Dame,3,1.0
2018,15,regular,Playoff Committee Rankings,Ohio State,6,1.0
2018,15,regular,Playoff Committee Rankings,Oklahoma,4,1.0
2018,15,regular,Playoff Committee Rankings,Penn State,12,1.0
2018,15,regular,Playoff Committee Rankings,Syracuse,20,1.0
2018,15,regular,Playoff Committee Rankings,Texas,15,1.0
2018,15,regular,Playoff Committee Rankings,Texas A&M,19,1.0
2018,15,regular,Playoff Committee Rankings,UCF,8,1.0
2018,15,regular,Playoff Committee Rankings,Utah,17,1.0
2018,15,regular,Playoff Committee Rankings,Washington,9,1.0
2018,15,regular,Playoff Committee Rankings,Washington State,13,1.0
2018,15,regular,Playoff Committee Rankings,West Virginia,16,1.0
2019,1,postseason,AP Top 25,Air Force,22,2.0
2019,1,postseason,AP Top 25,Alabama,8,2.0
2019,1,postseason,AP Top 25,App State,19,2.0
2019,1,postseason,AP Top 25,Auburn,14,2.0
2019,1,postseason,AP Top 25,Baylor,13,2.0
2019,1,postseason,AP Top 25,Boise State,23,2.0
2019,1,postseason,AP Top 25,Cincinnati,21,2.0
2019,1,postseason,AP Top 25,Clemson,2,2.0
2019,1,postseason,AP Top 25,Florida,6,2.0
2019,1,postseason,AP Top 25,Georgia,4,2.0
2019,1,postseason,AP Top 25,Iowa,15,2.0
2019,1,postseason,AP Top 25,LSU,1,2.0
2019,1,postseason,AP Top 25,Memphis,17,2.0
2019,1,postseason,AP Top 25,Michigan,18,2.0
2019,1,postseason,AP Top 25,Minnesota,10,2.0
2019,1,postseason,AP Top 25,Navy,20,2.0
2019,1,postseason,AP Top 25,Notre Dame,12,2.0
2019,1,postseason,AP Top 25,Ohio State,3,2.0
2019,1,postseason,AP Top 25,Oklahoma,7,2.0
2019,1,postseason,AP Top 25,Oregon,5,2.0
2019,1,postseason,AP Top 25,Penn State,9,2.0
2019,1,postseason,AP Top 25,Texas,25,2.0
2019,1,postseason,AP Top 25,UCF,24,2.0
2019,1,postseason,AP Top 25,Utah,16,2.0
2019,1,postseason,AP Top 25,Wisconsin,11,2.0
2019,1,regular,AP Top 25,Alabama,2,2.0
2019,1,regular,AP Top 25,Auburn,16,2.0
2019,1,regular,AP Top 25,Clemson,1,2.0
2019,1,regular,AP Top 25,Florida,8,2.0
2019,1,regular,AP Top 25,Georgia,3,2.0
2019,1,regular,AP Top 25,Iowa,20,2.0
2019,1,regular,AP Top 25,Iowa State,21,2.0
2019,1,regular,AP Top 25,LSU,6,2.0
2019,1,regular,AP Top 25,Michigan,7,2.0
2019,1,regular,AP Top 25,Michigan State,18,2.0
2019,1,regular,AP Top 25,Nebraska,24,2.0
2019,1,regular,AP Top 25,Notre Dame,9,2.0
2019,1,regular,AP Top 25,Ohio State,5,2.0
2019,1,regular,AP Top 25,Oklahoma,4,2.0
2019,1,regular,AP Top 25,Oregon,11,2.0
2019,1,regular,AP Top 25,Penn State,15,2.0
2019,1,regular,AP Top 25,Stanford,25,2.0
2019,1,regular,AP Top 25,Syracuse,22,2.0
2019,1,regular,AP Top 25,Texas,10,2.0
2019,1,regular,AP Top 25,Texas A&M,12,2.0
2019,1,regular,AP Top 25,UCF,17,2.0
2019,1,regular,AP Top 25,Utah,14,2.0
2019,1,regular,AP Top 25,Washington,13,2.0
2019,1,regular,AP Top 25,Washington State,23,2.0
2019,1,regular,AP Top 25,Wisconsin,19,2.0
2019,2,regular,AP Top 25,Alabama,2,2.0
2019,2,regular,AP Top 25,Auburn,10,2.0
2019,2,regular,AP Top 25,Boise State,24,2.0
2019,2,regular,AP Top 25,Clemson,1,2.0
2019,2,regular,AP Top 25,Florida,11,2.0
2019,2,regular,AP Top 25,Georgia,3,2.0
2019,2,regular,AP Top 25,Iowa,20,2.0
2019,2,regular,AP Top 25,Iowa State,25,2.0
2019,2,regular,AP Top 25,LSU,6,2.0
2019,2,regular,AP Top 25,Michigan,7,2.0
2019,2,regular,AP Top 25,Michigan State,19,2.0
2019,2,regular,AP Top 25,Nebraska,25,2.0
2019,2,regular,AP Top 25,Notre Dame,8,2.0
2019,2,regular,AP Top 25,Ohio State,5,2.0
2019,2,regular,AP Top 25,Oklahoma,4,2.0
2019,2,regular,AP Top 25,Oregon,16,2.0
2019,2,regular,AP Top 25,Penn State,15,2.0
2019,2,regular,AP Top 25,Stanford,23,2.0
2019,2,regular,AP Top 25,Syracuse,21,2.0
2019,2,regular,AP Top 25,Texas,9,2.0
2019,2,regular,AP Top 25,Texas A&M,12,2.0
2019,2,regular,AP Top 25,UCF,18,2.0
2019,2,regular,AP Top 25,Utah,13,2.0
2019,2,regular,AP Top 25,Washington,14,2.0
2019,2,regular,AP Top 25,Washington State,22,2.0
2019,2,regular,AP Top 25,Wisconsin,17,2.0
2019,3,regular,AP Top 25,Alabama,2,2.0
2019,3,regular,AP Top 25,Auburn,8,2.0
2019,3,regular,AP Top 25,Boise State,22,2.0
2019,3,regular,AP Top 25,Clemson,1,2.0
2019,3,regular,AP Top 25,Florida,9,2.0
2019,3,regular,AP Top 25,Georgia,3,2.0
2019,3,regular,AP Top 25,Iowa,19,2.0
2019,3,regular,AP Top 25,LSU,4,2.0
2019,3,regular,AP Top 25,Maryland,21,2.0
2019,3,regular,AP Top 25,Michigan,10,2.0
2019,3,regular,AP Top 25,Michigan State,18,2.0
2019,3,regular,AP Top 25,Notre Dame,7,2.0
2019,3,regular,AP Top 25,Ohio State,6,2.0
2019,3,regular,AP Top 25,Oklahoma,5,2.0
2019,3,regular,AP Top 25,Oregon,15,2.0
2019,3,regular,AP Top 25,Penn State,13,2.0
2019,3,regular,AP Top 25,Texas,12,2.0
2019,3,regular,AP Top 25,Texas A&M,16,2.0
2019,3,regular,AP Top 25,UCF,17,2.0
2019,3,regular,AP Top 25,USC,24,2.0
2019,3,regular,AP Top 25,Utah,11,2.0
2019,3,regular,AP Top 25,Virginia,25,2.0
2019,3,regular,AP Top 25,Washington,23,2.0
2019,3,regular,AP Top 25,Washington State,20,2.0
2019,3,regular,AP Top 25,Wisconsin,14,2.0
2019,4,regular,AP Top 25,Alabama,2,2.0
2019,4,regular,AP Top 25,Arizona State,24,2.0
2019,4,regular,AP Top 25,Auburn,8,2.0
2019,4,regular,AP Top 25,Boise State,20,2.0
2019,4,regular,AP Top 25,California,23,2.0
2019,4,regular,AP Top 25,Clemson,1,2.0
2019,4,regular,AP Top 25,Florida,9,2.0
2019,4,regular,AP Top 25,Georgia,3,2.0
2019,4,regular,AP Top 25,Iowa,18,2.0
2019,4,regular,AP Top 25,LSU,4,2.0
2019,4,regular,AP Top 25,Michigan,11,2.0
2019,4,regular,AP Top 25,Notre Dame,7,2.0
